product_name,product_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
moveis_decoracao,1.0,650.0,16.0,15.0,13.0
beleza_saude,1.0,100.0,19.0,11.0,23.0
informatica_acessorios,1.0,350.0,28.0,10.0,37.0
eletronicos,1.0,100.0,20.0,5.0,12.0
bebes,2.0,6200.0,75.0,15.0,50.0
automotivo,2.0,100.0,24.0,2.0,17.0
ferramentas_jardim,10.0,1300.0,40.0,10.0,15.0
eletronicos,3.0,8550.0,78.0,9.0,23.0
bebes,2.0,13800.0,60.0,32.0,43.0
moveis_decoracao,4.0,800.0,37.0,40.0,27.0
fashion_bolsas_e_acessorios,3.0,440.0,31.0,31.0,20.0
moveis_escritorio,1.0,14900.0,58.0,28.0,58.0
malas_acessorios,3.0,700.0,43.0,16.0,27.0
moveis_decoracao,3.0,6800.0,90.0,4.0,50.0
esporte_lazer,1.0,100.0,25.0,25.0,25.0
telefonia,3.0,400.0,18.0,16.0,16.0
casa_construcao,1.0,450.0,18.0,19.0,13.0
cama_mesa_banho,6.0,4950.0,56.0,12.0,40.0
ferramentas_jardim,5.0,5950.0,35.0,26.0,24.0
automotivo,6.0,2150.0,30.0,25.0,30.0
eletrodomesticos_2,1.0,3225.0,24.0,24.0,23.0
automotivo,5.0,650.0,26.0,9.0,24.0
papelaria,1.0,1000.0,20.0,45.0,35.0
papelaria,3.0,900.0,25.0,6.0,25.0
pet_shop,2.0,7050.0,50.0,21.0,21.0
artigos_de_festas,1.0,3100.0,27.0,27.0,27.0
utilidades_domesticas,1.0,4100.0,63.0,25.0,23.0
casa_construcao,4.0,1000.0,30.0,20.0,30.0
moveis_decoracao,2.0,400.0,16.0,22.0,18.0
malas_acessorios,1.0,750.0,25.0,3.0,20.0
beleza_saude,1.0,500.0,16.0,15.0,15.0
eletrodomesticos,1.0,1250.0,50.0,2.0,37.0
relogios_presentes,2.0,200.0,16.0,12.0,12.0
,,2200.0,28.0,20.0,14.0
papelaria,4.0,500.0,42.0,14.0,30.0
construcao_ferramentas_construcao,5.0,250.0,20.0,10.0,15.0
telefonia,5.0,300.0,17.0,4.0,12.0
cama_mesa_banho,1.0,3000.0,30.0,20.0,25.0
casa_conforto,1.0,2200.0,45.0,15.0,35.0
relogios_presentes,1.0,333.0,17.0,13.0,15.0
utilidades_domesticas,5.0,450.0,20.0,11.0,11.0
instrumentos_musicais,5.0,100.0,16.0,16.0,16.0
beleza_saude,4.0,800.0,42.0,8.0,11.0
esporte_lazer,2.0,150.0,16.0,8.0,11.0
esporte_lazer,2.0,1150.0,60.0,15.0,15.0
informatica_acessorios,3.0,350.0,36.0,5.0,15.0
informatica_acessorios,1.0,1250.0,17.0,25.0,17.0
automotivo,4.0,250.0,25.0,15.0,25.0
ferramentas_jardim,2.0,250.0,22.0,9.0,15.0
informatica_acessorios,3.0,400.0,16.0,4.0,16.0
esporte_lazer,1.0,700.0,30.0,30.0,30.0
automotivo,8.0,550.0,20.0,10.0,15.0
esporte_lazer,1.0,550.0,18.0,12.0,14.0
moveis_decoracao,2.0,400.0,80.0,10.0,60.0
brinquedos,3.0,150.0,16.0,7.0,11.0
beleza_saude,1.0,250.0,18.0,8.0,18.0
utilidades_domesticas,1.0,23100.0,33.0,70.0,44.0
cool_stuff,1.0,658.0,17.0,15.0,15.0
bebes,2.0,7900.0,45.0,25.0,45.0
eletrodomesticos,2.0,750.0,22.0,35.0,25.0
beleza_saude,1.0,3700.0,29.0,17.0,15.0
perfumaria,1.0,200.0,22.0,7.0,16.0
eletrodomesticos,1.0,100.0,18.0,8.0,13.0
esporte_lazer,3.0,200.0,16.0,15.0,16.0
esporte_lazer,3.0,200.0,30.0,5.0,30.0
ferramentas_jardim,4.0,1700.0,28.0,13.0,15.0
cama_mesa_banho,1.0,13500.0,55.0,25.0,35.0
bebes,5.0,450.0,26.0,7.0,22.0
livros_interesse_geral,1.0,700.0,35.0,6.0,30.0
esporte_lazer,2.0,150.0,16.0,16.0,16.0
beleza_saude,1.0,1050.0,17.0,14.0,16.0
brinquedos,1.0,1567.0,49.0,23.0,45.0
livros_interesse_geral,1.0,8170.0,17.0,17.0,20.0
automotivo,4.0,7350.0,40.0,24.0,48.0
bebes,2.0,1200.0,42.0,25.0,15.0
ferramentas_jardim,1.0,350.0,18.0,23.0,18.0
instrumentos_musicais,2.0,1400.0,30.0,30.0,30.0
relogios_presentes,2.0,832.0,21.0,12.0,15.0
esporte_lazer,6.0,30000.0,86.0,66.0,36.0
cool_stuff,2.0,150.0,16.0,13.0,21.0
utilidades_domesticas,4.0,5100.0,50.0,20.0,30.0
brinquedos,3.0,400.0,45.0,15.0,35.0
moveis_decoracao,1.0,900.0,53.0,8.0,11.0
automotivo,2.0,900.0,40.0,24.0,33.0
utilidades_domesticas,1.0,400.0,20.0,15.0,16.0
industria_comercio_e_negocios,2.0,4350.0,16.0,103.0,25.0
perfumaria,3.0,551.0,19.0,19.0,17.0
cama_mesa_banho,3.0,840.0,37.0,23.0,35.0
beleza_saude,4.0,7525.0,35.0,32.0,35.0
perfumaria,2.0,550.0,16.0,11.0,11.0
telefonia,3.0,200.0,16.0,7.0,13.0
esporte_lazer,1.0,2050.0,33.0,30.0,30.0
informatica_acessorios,4.0,150.0,16.0,5.0,11.0
,,500.0,16.0,12.0,27.0
utilidades_domesticas,1.0,2050.0,38.0,7.0,26.0
perfumaria,3.0,5850.0,27.0,20.0,35.0
utilidades_domesticas,1.0,9400.0,59.0,43.0,43.0
esporte_lazer,1.0,1200.0,50.0,20.0,50.0
alimentos,1.0,750.0,16.0,12.0,15.0
,,3000.0,40.0,16.0,20.0
ferramentas_jardim,1.0,4200.0,19.0,38.0,18.0
esporte_lazer,1.0,24450.0,105.0,50.0,20.0
moveis_sala,3.0,9850.0,47.0,26.0,46.0
utilidades_domesticas,2.0,340.0,30.0,6.0,11.0
brinquedos,1.0,350.0,17.0,10.0,12.0
automotivo,6.0,100.0,24.0,2.0,17.0
papelaria,5.0,5700.0,38.0,30.0,28.0
telefonia,3.0,350.0,17.0,4.0,12.0
instrumentos_musicais,1.0,250.0,16.0,11.0,16.0
market_place,9.0,450.0,30.0,16.0,25.0
utilidades_domesticas,4.0,600.0,18.0,19.0,18.0
consoles_games,1.0,100.0,18.0,7.0,17.0
telefonia,6.0,200.0,19.0,5.0,11.0
esporte_lazer,1.0,1800.0,31.0,36.0,31.0
moveis_quarto,1.0,16500.0,58.0,18.0,42.0
beleza_saude,1.0,500.0,16.0,16.0,16.0
esporte_lazer,5.0,3500.0,102.0,10.0,22.0
ferramentas_jardim,1.0,800.0,19.0,32.0,19.0
esporte_lazer,1.0,1400.0,22.0,27.0,22.0
moveis_escritorio,1.0,7625.0,52.0,41.0,69.0
informatica_acessorios,1.0,300.0,18.0,8.0,16.0
automotivo,1.0,650.0,25.0,25.0,15.0
automotivo,1.0,900.0,38.0,7.0,12.0
informatica_acessorios,3.0,75.0,16.0,16.0,16.0
utilidades_domesticas,2.0,1350.0,26.0,5.0,32.0
brinquedos,1.0,1360.0,35.0,29.0,24.0
relogios_presentes,1.0,375.0,21.0,10.0,12.0
utilidades_domesticas,1.0,790.0,17.0,14.0,20.0
esporte_lazer,1.0,214.0,17.0,18.0,18.0
cama_mesa_banho,1.0,1150.0,33.0,9.0,38.0
casa_construcao,2.0,6550.0,38.0,28.0,28.0
brinquedos,1.0,5000.0,72.0,34.0,20.0
pet_shop,5.0,18800.0,55.0,45.0,35.0
moveis_escritorio,6.0,2100.0,16.0,26.0,26.0
papelaria,3.0,5700.0,25.0,55.0,45.0
informatica_acessorios,1.0,600.0,16.0,15.0,15.0
cama_mesa_banho,1.0,5350.0,16.0,50.0,40.0
automotivo,2.0,5100.0,65.0,25.0,25.0
consoles_games,3.0,150.0,24.0,5.0,24.0
livros_tecnicos,1.0,700.0,26.0,3.0,19.0
esporte_lazer,1.0,300.0,16.0,12.0,12.0
moveis_decoracao,5.0,450.0,50.0,3.0,25.0
utilidades_domesticas,1.0,390.0,24.0,20.0,24.0
moveis_decoracao,1.0,1250.0,30.0,30.0,30.0
ferramentas_jardim,2.0,300.0,16.0,16.0,11.0
brinquedos,2.0,633.0,36.0,6.0,26.0
sinalizacao_e_seguranca,2.0,11100.0,100.0,73.0,13.0
bebes,3.0,7034.0,55.0,66.0,33.0
cama_mesa_banho,1.0,1500.0,16.0,50.0,40.0
moveis_decoracao,3.0,850.0,30.0,20.0,30.0
esporte_lazer,1.0,3400.0,32.0,18.0,18.0
esporte_lazer,5.0,26700.0,105.0,70.0,20.0
beleza_saude,1.0,250.0,19.0,7.0,12.0
esporte_lazer,3.0,1967.0,44.0,18.0,47.0
cama_mesa_banho,1.0,1500.0,45.0,3.0,37.0
pet_shop,2.0,300.0,16.0,3.0,11.0
beleza_saude,1.0,500.0,18.0,6.0,11.0
construcao_ferramentas_construcao,1.0,1150.0,26.0,42.0,26.0
malas_acessorios,1.0,700.0,45.0,10.0,33.0
climatizacao,1.0,250.0,16.0,8.0,16.0
papelaria,2.0,900.0,37.0,6.0,29.0
telefonia,1.0,100.0,16.0,6.0,15.0
construcao_ferramentas_construcao,2.0,1010.0,38.0,33.0,28.0
casa_construcao,7.0,750.0,16.0,20.0,16.0
cool_stuff,1.0,1950.0,42.0,25.0,15.0
brinquedos,1.0,5400.0,49.0,22.0,30.0
utilidades_domesticas,3.0,800.0,20.0,30.0,20.0
cool_stuff,1.0,2000.0,33.0,44.0,19.0
automotivo,3.0,2300.0,37.0,11.0,16.0
relogios_presentes,1.0,450.0,17.0,14.0,15.0
telefonia,2.0,350.0,18.0,6.0,14.0
moveis_decoracao,2.0,1600.0,54.0,8.0,11.0
informatica_acessorios,1.0,50.0,20.0,20.0,18.0
artigos_de_festas,2.0,2500.0,25.0,25.0,25.0
livros_interesse_geral,1.0,100.0,22.0,2.0,22.0
esporte_lazer,1.0,3900.0,46.0,16.0,36.0
fashion_roupa_masculina,1.0,250.0,17.0,7.0,20.0
automotivo,1.0,7200.0,61.0,8.0,61.0
livros_tecnicos,1.0,500.0,17.0,24.0,11.0
alimentos_bebidas,4.0,4550.0,30.0,15.0,26.0
pcs,6.0,3000.0,30.0,6.0,42.0
ferramentas_jardim,1.0,600.0,16.0,31.0,18.0
telefonia_fixa,1.0,50.0,19.0,3.0,11.0
informatica_acessorios,1.0,6800.0,50.0,25.0,18.0
utilidades_domesticas,1.0,3657.0,43.0,44.0,34.0
brinquedos,1.0,650.0,35.0,15.0,25.0
relogios_presentes,3.0,420.0,15.0,9.0,13.0
beleza_saude,1.0,3100.0,16.0,33.0,17.0
esporte_lazer,1.0,185.0,18.0,12.0,18.0
malas_acessorios,1.0,850.0,50.0,9.0,36.0
utilidades_domesticas,1.0,4050.0,22.0,37.0,37.0
fashion_bolsas_e_acessorios,1.0,200.0,16.0,10.0,12.0
automotivo,6.0,7125.0,56.0,11.0,32.0
cama_mesa_banho,4.0,7474.0,54.0,29.0,40.0
utilidades_domesticas,2.0,731.0,16.0,15.0,13.0
esporte_lazer,4.0,1800.0,70.0,12.0,17.0
cool_stuff,1.0,700.0,21.0,18.0,23.0
esporte_lazer,1.0,1450.0,50.0,20.0,30.0
construcao_ferramentas_seguranca,2.0,150.0,17.0,7.0,17.0
utilidades_domesticas,4.0,550.0,17.0,15.0,15.0
utilidades_domesticas,3.0,450.0,18.0,8.0,13.0
moveis_decoracao,7.0,1850.0,90.0,12.0,12.0
esporte_lazer,1.0,137.0,18.0,5.0,13.0
automotivo,5.0,925.0,65.0,8.0,30.0
automotivo,4.0,1350.0,40.0,6.0,28.0
utilidades_domesticas,5.0,7900.0,45.0,20.0,45.0
ferramentas_jardim,1.0,600.0,20.0,16.0,16.0
beleza_saude,1.0,235.0,19.0,14.0,17.0
cama_mesa_banho,2.0,900.0,40.0,10.0,50.0
casa_conforto,3.0,5700.0,40.0,20.0,40.0
informatica_acessorios,1.0,850.0,18.0,15.0,12.0
cama_mesa_banho,2.0,500.0,70.0,8.0,60.0
utilidades_domesticas,2.0,550.0,16.0,10.0,12.0
eletrodomesticos,1.0,300.0,21.0,12.0,12.0
beleza_saude,1.0,3000.0,30.0,12.0,16.0
papelaria,3.0,317.0,22.0,14.0,22.0
brinquedos,1.0,808.0,30.0,14.0,30.0
cool_stuff,1.0,2800.0,49.0,39.0,17.0
moveis_decoracao,2.0,27800.0,40.0,50.0,70.0
informatica_acessorios,1.0,717.0,30.0,12.0,18.0
cama_mesa_banho,6.0,2750.0,30.0,20.0,26.0
esporte_lazer,2.0,300.0,16.0,15.0,11.0
pet_shop,2.0,200.0,16.0,2.0,11.0
moveis_decoracao,2.0,3000.0,69.0,11.0,11.0
brinquedos,7.0,165.0,19.0,12.0,17.0
brinquedos,3.0,3600.0,52.0,22.0,47.0
cool_stuff,4.0,750.0,20.0,8.0,13.0
beleza_saude,1.0,300.0,22.0,3.0,15.0
eletroportateis,2.0,350.0,30.0,12.0,12.0
perfumaria,2.0,500.0,16.0,19.0,16.0
cama_mesa_banho,3.0,2100.0,40.0,10.0,33.0
beleza_saude,1.0,2400.0,19.0,28.0,17.0
moveis_decoracao,3.0,2200.0,105.0,3.0,70.0
utilidades_domesticas,1.0,3100.0,48.0,38.0,11.0
perfumaria,1.0,107.0,21.0,10.0,12.0
relogios_presentes,3.0,300.0,16.0,13.0,13.0
pet_shop,2.0,1650.0,45.0,8.0,40.0
esporte_lazer,1.0,350.0,24.0,4.0,12.0
informatica_acessorios,1.0,185.0,16.0,9.0,13.0
moveis_decoracao,3.0,350.0,16.0,5.0,20.0
eletronicos,2.0,161.0,19.0,8.0,17.0
alimentos_bebidas,1.0,1575.0,20.0,18.0,18.0
automotivo,1.0,1650.0,45.0,45.0,25.0
consoles_games,2.0,350.0,17.0,16.0,20.0
automotivo,4.0,250.0,16.0,6.0,15.0
papelaria,2.0,700.0,27.0,7.0,22.0
eletronicos,2.0,23500.0,60.0,30.0,60.0
beleza_saude,3.0,1900.0,17.0,48.0,16.0
relogios_presentes,1.0,100.0,20.0,7.0,15.0
moveis_decoracao,1.0,12600.0,45.0,35.0,45.0
esporte_lazer,3.0,1600.0,30.0,30.0,30.0
beleza_saude,1.0,2625.0,16.0,32.0,24.0
fashion_roupa_masculina,2.0,400.0,16.0,2.0,11.0
cama_mesa_banho,1.0,2050.0,34.0,8.0,32.0
eletrodomesticos_2,2.0,6100.0,60.0,8.0,48.0
brinquedos,1.0,700.0,23.0,16.0,20.0
utilidades_domesticas,2.0,650.0,38.0,16.0,38.0
moveis_decoracao,3.0,21500.0,76.0,60.0,31.0
papelaria,1.0,2100.0,20.0,50.0,40.0
utilidades_domesticas,3.0,500.0,16.0,10.0,11.0
beleza_saude,1.0,700.0,21.0,14.0,11.0
utilidades_domesticas,3.0,200.0,30.0,5.0,20.0
automotivo,2.0,50.0,24.0,2.0,17.0
automotivo,2.0,10300.0,40.0,40.0,30.0
casa_construcao,1.0,12250.0,20.0,30.0,20.0
beleza_saude,1.0,1250.0,21.0,16.0,31.0
papelaria,1.0,1000.0,18.0,17.0,25.0
eletroportateis,1.0,1800.0,30.0,15.0,15.0
esporte_lazer,3.0,1050.0,43.0,19.0,13.0
bebes,1.0,600.0,25.0,5.0,26.0
utilidades_domesticas,5.0,400.0,18.0,4.0,12.0
market_place,4.0,200.0,27.0,15.0,15.0
ferramentas_jardim,2.0,2000.0,37.0,25.0,37.0
utilidades_domesticas,2.0,250.0,17.0,10.0,14.0
cds_dvds_musicais,2.0,550.0,35.0,15.0,25.0
cama_mesa_banho,1.0,500.0,25.0,5.0,15.0
moveis_decoracao,1.0,1900.0,35.0,45.0,35.0
beleza_saude,1.0,1900.0,25.0,20.0,20.0
moveis_decoracao,6.0,1550.0,69.0,11.0,11.0
utilidades_domesticas,1.0,3050.0,30.0,30.0,30.0
beleza_saude,1.0,850.0,16.0,25.0,17.0
automotivo,6.0,3950.0,53.0,43.0,11.0
,,900.0,35.0,15.0,20.0
papelaria,4.0,10950.0,60.0,20.0,29.0
moveis_escritorio,1.0,8925.0,53.0,74.0,18.0
construcao_ferramentas_construcao,4.0,500.0,20.0,30.0,15.0
beleza_saude,1.0,775.0,21.0,23.0,16.0
alimentos_bebidas,1.0,700.0,25.0,25.0,25.0
informatica_acessorios,5.0,150.0,16.0,16.0,16.0
informatica_acessorios,2.0,600.0,20.0,6.0,18.0
brinquedos,1.0,3550.0,45.0,28.0,27.0
esporte_lazer,1.0,1125.0,32.0,15.0,36.0
pet_shop,2.0,22600.0,93.0,81.0,18.0
eletronicos,4.0,150.0,17.0,7.0,17.0
telefonia,1.0,230.0,17.0,14.0,13.0
instrumentos_musicais,1.0,190.0,28.0,7.0,13.0
automotivo,5.0,100.0,18.0,10.0,18.0
moveis_colchao_e_estofado,4.0,1950.0,41.0,21.0,21.0
brinquedos,9.0,1050.0,40.0,13.0,29.0
relogios_presentes,3.0,500.0,16.0,16.0,16.0
informatica_acessorios,1.0,750.0,36.0,11.0,20.0
ferramentas_jardim,4.0,5900.0,46.0,20.0,46.0
moveis_decoracao,1.0,300.0,35.0,10.0,25.0
telefonia,3.0,200.0,19.0,3.0,11.0
informatica_acessorios,5.0,400.0,17.0,7.0,13.0
moveis_decoracao,1.0,100.0,53.0,16.0,16.0
eletronicos,1.0,150.0,25.0,7.0,16.0
utilidades_domesticas,1.0,550.0,25.0,4.0,18.0
informatica_acessorios,1.0,1350.0,30.0,16.0,20.0
beleza_saude,1.0,2900.0,21.0,16.0,31.0
esporte_lazer,1.0,518.0,21.0,28.0,22.0
moveis_quarto,1.0,10700.0,93.0,63.0,11.0
cama_mesa_banho,3.0,1100.0,21.0,29.0,17.0
utilidades_domesticas,2.0,1100.0,35.0,10.0,11.0
fashion_bolsas_e_acessorios,2.0,18100.0,30.0,70.0,49.0
utilidades_domesticas,7.0,1105.0,34.0,47.0,14.0
beleza_saude,1.0,500.0,31.0,11.0,23.0
cama_mesa_banho,1.0,13400.0,45.0,15.0,35.0
bebes,1.0,600.0,20.0,13.0,13.0
brinquedos,1.0,225.0,26.0,15.0,25.0
pet_shop,2.0,467.0,19.0,15.0,18.0
moveis_decoracao,2.0,4400.0,30.0,30.0,30.0
beleza_saude,1.0,300.0,19.0,17.0,15.0
relogios_presentes,2.0,350.0,16.0,15.0,15.0
cama_mesa_banho,1.0,1800.0,47.0,21.0,41.0
moveis_escritorio,1.0,19783.0,49.0,54.0,52.0
moveis_decoracao,4.0,900.0,50.0,11.0,11.0
moveis_sala,1.0,7833.0,41.0,52.0,29.0
brinquedos,3.0,550.0,40.0,20.0,17.0
cama_mesa_banho,1.0,950.0,16.0,10.0,16.0
eletrodomesticos,3.0,21400.0,75.0,20.0,68.0
ferramentas_jardim,1.0,12900.0,39.0,28.0,25.0
bebes,1.0,200.0,16.0,5.0,15.0
construcao_ferramentas_construcao,1.0,400.0,16.0,16.0,16.0
construcao_ferramentas_seguranca,1.0,400.0,20.0,5.0,20.0
eletrodomesticos,1.0,300.0,18.0,8.0,13.0
cama_mesa_banho,1.0,1000.0,37.0,23.0,35.0
esporte_lazer,1.0,1450.0,26.0,17.0,17.0
moveis_decoracao,1.0,1700.0,33.0,8.0,23.0
automotivo,1.0,400.0,16.0,2.0,11.0
esporte_lazer,1.0,386.0,19.0,15.0,12.0
informatica_acessorios,1.0,700.0,18.0,9.0,16.0
cama_mesa_banho,1.0,2726.0,24.0,28.0,28.0
bebes,3.0,100.0,18.0,9.0,14.0
fashion_calcados,4.0,850.0,22.0,12.0,33.0
cama_mesa_banho,1.0,450.0,42.0,10.0,29.0
moveis_escritorio,1.0,20500.0,58.0,28.0,58.0
beleza_saude,1.0,200.0,19.0,7.0,12.0
instrumentos_musicais,1.0,500.0,19.0,16.0,16.0
moveis_escritorio,1.0,14050.0,58.0,20.0,58.0
beleza_saude,1.0,200.0,22.0,3.0,15.0
informatica_acessorios,1.0,150.0,16.0,5.0,14.0
esporte_lazer,10.0,200.0,23.0,7.0,14.0
brinquedos,2.0,200.0,25.0,11.0,14.0
telefonia,2.0,150.0,16.0,4.0,13.0
utilidades_domesticas,1.0,1900.0,35.0,44.0,35.0
cama_mesa_banho,1.0,2100.0,30.0,15.0,30.0
relogios_presentes,1.0,150.0,20.0,5.0,15.0
telefonia,2.0,200.0,17.0,4.0,12.0
moveis_decoracao,2.0,3000.0,69.0,11.0,11.0
construcao_ferramentas_construcao,6.0,10200.0,44.0,15.0,33.0
moveis_decoracao,10.0,3600.0,38.0,15.0,23.0
construcao_ferramentas_construcao,1.0,450.0,19.0,6.0,30.0
automotivo,2.0,100.0,16.0,16.0,12.0
fashion_bolsas_e_acessorios,3.0,5000.0,22.0,53.0,35.0
ferramentas_jardim,1.0,600.0,20.0,10.0,20.0
moveis_decoracao,2.0,4500.0,55.0,30.0,25.0
beleza_saude,1.0,175.0,16.0,13.0,14.0
ferramentas_jardim,2.0,9500.0,35.0,8.0,35.0
cama_mesa_banho,4.0,16550.0,85.0,15.0,55.0
esporte_lazer,1.0,1013.0,23.0,26.0,15.0
cama_mesa_banho,1.0,1000.0,25.0,5.0,25.0
informatica_acessorios,1.0,700.0,30.0,15.0,15.0
cool_stuff,2.0,4700.0,42.0,25.0,15.0
moveis_decoracao,1.0,950.0,40.0,2.0,30.0
brinquedos,1.0,1400.0,45.0,15.0,40.0
bebes,2.0,3450.0,30.0,30.0,12.0
informatica_acessorios,1.0,267.0,16.0,16.0,16.0
cama_mesa_banho,1.0,635.0,22.0,11.0,22.0
climatizacao,1.0,10500.0,53.0,21.0,36.0
artes,7.0,500.0,20.0,7.0,16.0
cama_mesa_banho,2.0,800.0,37.0,23.0,35.0
perfumaria,1.0,700.0,20.0,20.0,30.0
cama_mesa_banho,1.0,1350.0,40.0,5.0,30.0
construcao_ferramentas_construcao,1.0,2750.0,25.0,8.0,25.0
livros_interesse_geral,1.0,400.0,23.0,2.0,16.0
pet_shop,2.0,250.0,27.0,9.0,26.0
moveis_decoracao,2.0,400.0,30.0,20.0,20.0
bebes,3.0,250.0,25.0,25.0,25.0
cama_mesa_banho,1.0,1050.0,41.0,13.0,13.0
pet_shop,1.0,467.0,22.0,34.0,21.0
cool_stuff,3.0,500.0,43.0,30.0,33.0
esporte_lazer,1.0,800.0,21.0,25.0,21.0
esporte_lazer,1.0,1000.0,40.0,20.0,20.0
utilidades_domesticas,2.0,9100.0,30.0,30.0,30.0
moveis_decoracao,3.0,1400.0,100.0,7.0,15.0
automotivo,2.0,254.0,18.0,12.0,9.0
informatica_acessorios,5.0,150.0,16.0,4.0,13.0
,,900.0,22.0,15.0,16.0
construcao_ferramentas_jardim,1.0,25750.0,30.0,30.0,30.0
construcao_ferramentas_construcao,6.0,17800.0,48.0,23.0,48.0
brinquedos,1.0,293.0,17.0,15.0,14.0
livros_interesse_geral,1.0,300.0,26.0,4.0,36.0
cama_mesa_banho,1.0,350.0,40.0,4.0,30.0
esporte_lazer,1.0,400.0,33.0,21.0,27.0
cama_mesa_banho,6.0,6975.0,54.0,39.0,54.0
artigos_de_natal,4.0,1450.0,42.0,14.0,22.0
moveis_decoracao,5.0,1550.0,69.0,11.0,11.0
pet_shop,2.0,400.0,35.0,15.0,25.0
informatica_acessorios,6.0,150.0,18.0,16.0,13.0
fashion_roupa_masculina,2.0,1050.0,40.0,6.0,35.0
informatica_acessorios,2.0,3695.0,41.0,27.0,33.0
cama_mesa_banho,1.0,951.0,22.0,15.0,22.0
cool_stuff,2.0,3585.0,26.0,44.0,25.0
beleza_saude,1.0,500.0,24.0,6.0,12.0
esporte_lazer,1.0,300.0,16.0,16.0,11.0
moveis_decoracao,3.0,21500.0,76.0,60.0,31.0
telefonia,1.0,100.0,18.0,6.0,11.0
construcao_ferramentas_construcao,1.0,100.0,20.0,4.0,20.0
brinquedos,6.0,900.0,40.0,10.0,28.0
cama_mesa_banho,4.0,1550.0,20.0,20.0,20.0
utilidades_domesticas,1.0,100.0,16.0,2.0,11.0
cama_mesa_banho,1.0,1600.0,43.0,5.0,30.0
market_place,1.0,925.0,28.0,10.0,27.0
instrumentos_musicais,2.0,18950.0,16.0,26.0,28.0
cama_mesa_banho,1.0,3800.0,35.0,15.0,25.0
moveis_escritorio,1.0,14050.0,58.0,20.0,58.0
cama_mesa_banho,1.0,2000.0,31.0,9.0,31.0
bebes,1.0,500.0,47.0,10.0,36.0
beleza_saude,1.0,500.0,18.0,10.0,13.0
beleza_saude,1.0,1500.0,27.0,9.0,18.0
esporte_lazer,1.0,970.0,20.0,19.0,18.0
cool_stuff,1.0,1200.0,32.0,15.0,15.0
ferramentas_jardim,1.0,500.0,25.0,16.0,16.0
telefonia,3.0,325.0,18.0,25.0,21.0
perfumaria,3.0,150.0,20.0,20.0,20.0
moveis_sala,3.0,8700.0,80.0,13.0,50.0
,,475.0,21.0,15.0,21.0
informatica_acessorios,1.0,150.0,16.0,3.0,13.0
eletronicos,2.0,4400.0,44.0,20.0,30.0
informatica_acessorios,1.0,400.0,18.0,9.0,16.0
alimentos_bebidas,1.0,1300.0,16.0,36.0,13.0
esporte_lazer,2.0,500.0,17.0,5.0,13.0
esporte_lazer,5.0,1550.0,40.0,20.0,20.0
telefonia,1.0,250.0,18.0,18.0,12.0
bebes,1.0,600.0,20.0,13.0,13.0
eletroportateis,4.0,2300.0,25.0,7.0,60.0
automotivo,5.0,100.0,16.0,3.0,12.0
esporte_lazer,1.0,250.0,20.0,15.0,15.0
informatica_acessorios,3.0,400.0,20.0,30.0,20.0
cama_mesa_banho,2.0,600.0,50.0,10.0,60.0
relogios_presentes,2.0,250.0,19.0,14.0,19.0
moveis_decoracao,2.0,1200.0,65.0,12.0,12.0
esporte_lazer,1.0,113.0,18.0,5.0,15.0
bebes,4.0,700.0,21.0,10.0,15.0
esporte_lazer,1.0,300.0,32.0,11.0,17.0
beleza_saude,1.0,450.0,20.0,12.0,12.0
cama_mesa_banho,1.0,2000.0,28.0,10.0,26.0
telefonia,3.0,150.0,18.0,6.0,20.0
moveis_decoracao,4.0,1750.0,20.0,60.0,20.0
esporte_lazer,2.0,260.0,18.0,11.0,14.0
moveis_decoracao,2.0,80.0,20.0,4.0,30.0
moveis_cozinha_area_de_servico_jantar_e_jardim,2.0,1400.0,31.0,31.0,31.0
moveis_decoracao,4.0,1050.0,30.0,20.0,30.0
moveis_decoracao,1.0,5200.0,60.0,40.0,45.0
instrumentos_musicais,1.0,350.0,16.0,5.0,16.0
alimentos,2.0,500.0,17.0,12.0,17.0
esporte_lazer,3.0,7750.0,103.0,17.0,28.0
beleza_saude,1.0,1150.0,35.0,15.0,15.0
brinquedos,1.0,4480.0,46.0,29.0,35.0
,,1100.0,35.0,15.0,20.0
fashion_bolsas_e_acessorios,2.0,150.0,24.0,4.0,34.0
beleza_saude,2.0,317.0,17.0,11.0,12.0
beleza_saude,1.0,400.0,30.0,10.0,17.0
sinalizacao_e_seguranca,2.0,1800.0,18.0,25.0,19.0
eletronicos,2.0,4600.0,18.0,16.0,14.0
relogios_presentes,3.0,600.0,19.0,9.0,15.0
eletrodomesticos,1.0,150.0,18.0,8.0,13.0
cama_mesa_banho,1.0,400.0,40.0,4.0,30.0
eletrodomesticos,3.0,300.0,27.0,13.0,17.0
,,800.0,29.0,11.0,23.0
esporte_lazer,5.0,100.0,16.0,12.0,11.0
relogios_presentes,2.0,200.0,18.0,6.0,17.0
instrumentos_musicais,5.0,1650.0,30.0,20.0,15.0
perfumaria,2.0,475.0,20.0,14.0,18.0
moveis_decoracao,1.0,450.0,32.0,2.0,22.0
automotivo,7.0,1750.0,28.0,15.0,13.0
telefonia,1.0,100.0,19.0,3.0,11.0
ferramentas_jardim,1.0,3500.0,42.0,28.0,42.0
cama_mesa_banho,1.0,4550.0,38.0,25.0,25.0
moveis_decoracao,1.0,1100.0,36.0,4.0,30.0
