length,width,height,bkwt,days_until_departure,bkvol,is_dmv,rcsvol,product_type_arm,product_type_avi,product_type_dgr,product_type_gen,product_type_hum,product_type_per,product_type_val,product_type_vun
18.0,11.0,11.0,600.0,3,2178.0,0,2458.4052840445975,0,0,0,0,0,0,0,1
53.0,11.0,8.0,1200.0,1,4664.0,0,4086.539129697563,0,0,0,0,0,0,0,1
30.0,30.0,30.0,5200.0,2,27000.0,0,24982.03534553979,0,0,0,0,0,1,0,0
20.0,16.0,8.0,900.0,1,2560.0,0,2392.250128497082,0,0,0,0,0,0,1,0
37.0,29.0,61.0,2733.0,1,65453.0,0,58177.13801995157,0,0,0,0,1,0,0,0
22.0,17.0,12.0,200.0,2,4488.0,0,5205.208914222717,0,0,1,0,0,0,0,0
20.0,16.0,7.0,500.0,3,2240.0,0,2136.755542910139,0,0,0,0,1,0,0,0
36.0,36.0,6.0,1867.0,2,7776.0,0,6331.82388775099,0,0,1,0,0,0,0,0
19.0,13.0,22.0,277.0,1,5434.0,0,4614.195677398473,0,1,0,0,0,0,0,0
69.0,11.0,11.0,3000.0,2,8349.0,0,7029.905614670802,0,0,1,0,0,0,0,0
42.0,40.0,12.0,3000.0,2,20160.0,0,18240.6912936489,0,0,0,0,0,0,1,0
30.0,30.0,36.0,1900.0,2,32400.0,0,34134.583887201006,0,1,0,0,0,0,0,0
35.0,20.0,20.0,3350.0,3,14000.0,0,13232.1942412093,0,1,0,0,0,0,0,0
18.0,14.0,12.0,383.0,1,3024.0,0,3407.7819945628275,0,0,0,0,0,0,0,1
20.0,20.0,25.0,1200.0,2,10000.0,0,8258.136349204156,0,0,0,1,0,0,0,0
50.0,20.0,2.0,900.0,1,2000.0,0,1984.300072473055,0,0,0,0,0,0,0,1
17.0,17.0,11.0,1742.0,3,3179.0,0,2639.983523056984,0,0,0,0,1,0,0,0
52.0,32.0,3.0,3000.0,3,4992.0,0,5194.319960023101,0,0,0,0,0,0,0,1
16.0,12.0,7.0,950.0,3,1344.0,0,1559.3778009012924,0,0,0,0,1,0,0,0
25.0,12.0,90.0,5850.0,2,27000.0,0,24568.645710416975,0,0,0,0,0,0,0,1
49.0,40.0,7.0,1900.0,1,13720.0,0,16232.639716597982,0,0,0,0,1,0,0,0
21.0,13.0,14.0,875.0,1,3822.0,0,4163.272362782546,0,0,0,0,1,0,0,0
22.0,12.0,4.0,330.0,1,1056.0,0,944.1513636208416,1,0,0,0,0,0,0,0
27.0,20.0,5.0,350.0,1,2700.0,0,2344.2203805561376,1,0,0,0,0,0,0,0
28.0,28.0,4.0,11150.0,3,3136.0,0,3490.8397512286333,0,0,1,0,0,0,0,0
22.0,23.0,18.0,1185.0,3,9108.0,0,8885.501501649887,0,0,0,1,0,0,0,0
20.0,20.0,25.0,3150.0,2,10000.0,0,10692.837696236516,0,0,0,1,0,0,0,0
16.0,11.0,4.0,50.0,2,704.0,0,804.6843273710666,0,1,0,0,0,0,0,0
55.0,50.0,10.0,600.0,3,27500.0,0,23692.482924035736,0,0,0,0,1,0,0,0
20.0,20.0,35.0,350.0,3,14000.0,0,14312.904608277084,0,0,0,1,0,0,0,0
22.0,16.0,6.0,200.0,2,2112.0,0,1932.6018468460634,0,1,0,0,0,0,0,0
53.0,31.0,11.0,2900.0,2,18073.0,0,17560.35815536169,0,0,0,1,0,0,0,0
36.0,29.0,15.0,3300.0,2,15660.0,0,18707.65297572876,0,0,0,0,0,0,0,1
21.0,20.0,16.0,600.0,2,6720.0,0,6877.118765557308,0,0,1,0,0,0,0,0
40.0,20.0,20.0,1100.0,3,16000.0,0,17887.125090330785,0,0,0,0,0,0,0,1
20.0,13.0,13.0,400.0,1,3380.0,0,3228.1144018651235,0,1,0,0,0,0,0,0
20.0,15.0,15.0,185.0,3,4500.0,0,4289.874588282831,0,0,1,0,0,0,0,0
16.0,60.0,60.0,7950.0,3,57600.0,0,50933.46697595447,0,0,0,0,1,0,0,0
29.0,27.0,21.0,1200.0,2,16443.0,0,17370.260682655375,0,0,1,0,0,0,0,0
18.0,13.0,11.0,717.0,2,2574.0,0,2664.317264922914,0,0,0,0,0,1,0,0
32.0,16.0,16.0,850.0,1,8192.0,0,8004.610042948179,0,0,0,1,0,0,0,0
16.0,25.0,10.0,500.0,1,4000.0,0,4143.529829125183,0,0,0,0,1,0,0,0
58.0,58.0,20.0,10850.0,2,67280.0,0,76130.88991619025,0,0,0,1,0,0,0,0
19.0,22.0,19.0,1367.0,2,7942.0,0,8099.019519782416,1,0,0,0,0,0,0,0
20.0,20.0,20.0,150.0,3,8000.0,0,7019.372084986124,0,0,0,0,0,1,0,0
20.0,40.0,50.0,750.0,3,40000.0,0,35124.36414245871,0,0,0,0,0,0,1,0
32.0,24.0,2.0,50.0,3,1536.0,0,1608.344611027103,0,0,0,0,0,0,1,0
19.0,13.0,13.0,241.0,2,3211.0,0,2594.5614137535654,0,1,0,0,0,0,0,0
16.0,16.0,10.0,300.0,1,2560.0,0,2768.1319981917122,1,0,0,0,0,0,0,0
33.0,33.0,8.0,3300.0,2,8712.0,0,9426.899720217983,0,1,0,0,0,0,0,0
20.0,14.0,2.0,200.0,1,560.0,0,642.1413988986496,0,0,0,0,0,0,1,0
16.0,11.0,5.0,200.0,3,880.0,0,1002.3427757358417,0,0,0,0,0,0,1,0
74.0,50.0,20.0,12800.0,3,74000.0,0,77338.87549012082,0,0,0,0,0,1,0,0
16.0,17.0,15.0,510.0,3,4080.0,0,4544.8281773524495,0,0,0,1,0,0,0,0
41.0,38.0,20.0,1433.0,3,31160.0,0,31708.798439718288,1,0,0,0,0,0,0,0
53.0,18.0,74.0,8925.0,1,70596.0,0,73298.41994506598,0,0,0,0,0,0,0,1
20.0,15.0,7.0,200.0,1,2100.0,0,1726.8300560257128,1,0,0,0,0,0,0,0
16.0,11.0,15.0,300.0,3,2640.0,0,2430.316493138341,0,0,1,0,0,0,0,0
53.0,18.0,53.0,8425.0,2,50562.0,0,41396.13572295549,0,0,1,0,0,0,0,0
21.0,32.0,25.0,1000.0,3,16800.0,0,19242.074059716007,0,0,0,0,0,0,0,1
16.0,14.0,12.0,350.0,2,2688.0,0,2903.9636529922495,0,0,0,1,0,0,0,0
30.0,17.0,10.0,1000.0,2,5100.0,0,5561.9278256077105,0,0,0,0,0,0,1,0
23.0,25.0,54.0,4550.0,3,31050.0,0,28397.34060431066,0,0,0,0,0,0,1,0
26.0,13.0,12.0,600.0,2,4056.0,0,4555.752043698155,0,0,0,0,0,1,0,0
38.0,31.0,7.0,2200.0,2,8246.0,0,8223.534401768184,0,0,0,1,0,0,0,0
22.0,15.0,3.0,150.0,1,990.0,0,1177.22042030521,0,0,0,0,1,0,0,0
68.0,47.0,17.0,6038.0,3,54332.0,0,60956.04036554181,0,0,1,0,0,0,0,0
20.0,20.0,18.0,933.0,3,7200.0,0,6651.4484090633305,0,0,0,0,0,0,0,1
16.0,16.0,20.0,450.0,2,5120.0,0,5355.654136714556,0,0,0,0,0,0,1,0
20.0,30.0,40.0,1600.0,2,24000.0,0,21469.237590326655,0,0,0,0,0,1,0,0
20.0,20.0,20.0,1200.0,3,8000.0,0,8145.448754604622,0,0,0,0,0,0,0,1
105.0,20.0,20.0,425.0,1,42000.0,0,34291.29512335924,0,0,0,0,1,0,0,0
22.0,22.0,12.0,650.0,3,5808.0,0,6346.7853624205645,0,0,0,0,1,0,0,0
20.0,20.0,15.0,1200.0,2,6000.0,0,6467.237700332548,1,0,0,0,0,0,0,0
16.0,16.0,16.0,300.0,2,4096.0,0,4349.7539699969575,0,0,0,0,0,0,1,0
16.0,11.0,11.0,300.0,3,1936.0,0,1658.4832669804198,0,0,1,0,0,0,0,0
18.0,12.0,9.0,150.0,1,1944.0,0,1565.388801036974,0,0,1,0,0,0,0,0
26.0,11.0,3.0,200.0,2,858.0,0,728.2277938718636,0,0,0,0,1,0,0,0
50.0,40.0,20.0,1400.0,3,40000.0,0,39586.05242705167,0,0,0,1,0,0,0,0
19.0,15.0,10.0,725.0,1,2850.0,0,3141.628093408989,0,0,0,0,0,1,0,0
27.0,16.0,10.0,300.0,2,4320.0,0,4756.9793422962775,0,1,0,0,0,0,0,0
21.0,28.0,13.0,783.0,1,7644.0,0,7997.222653672547,0,0,0,1,0,0,0,0
22.0,32.0,2.0,250.0,3,1408.0,0,1519.325347948908,0,0,0,1,0,0,0,0
42.0,36.0,11.0,2400.0,1,16632.0,0,16337.25611712045,0,0,0,0,0,1,0,0
16.0,12.0,3.0,50.0,1,576.0,0,484.0223360887485,0,1,0,0,0,0,0,0
20.0,16.0,15.0,330.0,1,4800.0,0,4620.301604364798,0,0,1,0,0,0,0,0
17.0,12.0,7.0,250.0,3,1428.0,0,1415.2386222099494,0,0,0,1,0,0,0,0
16.0,25.0,103.0,11950.0,3,41200.0,0,45189.05324933429,0,0,0,0,0,0,0,1
30.0,31.0,40.0,4683.0,1,37200.0,0,42963.08656599571,1,0,0,0,0,0,0,0
17.0,12.0,10.0,467.0,1,2040.0,0,2421.0839570274507,0,0,0,0,1,0,0,0
18.0,35.0,18.0,250.0,2,11340.0,0,10207.046385778918,0,0,1,0,0,0,0,0
40.0,30.0,40.0,11250.0,1,48000.0,0,57161.27858222219,0,0,0,1,0,0,0,0
17.0,20.0,7.0,400.0,1,2380.0,0,2446.366359498676,0,0,0,0,0,0,0,1
40.0,40.0,12.0,3950.0,1,19200.0,0,19624.45634529861,0,0,0,1,0,0,0,0
19.0,16.0,12.0,653.0,1,3648.0,0,3796.7958035949105,0,0,0,0,1,0,0,0
23.0,15.0,15.0,723.0,3,5175.0,0,5424.719617170791,0,0,0,0,1,0,0,0
16.0,16.0,20.0,550.0,2,5120.0,0,4214.759868005482,0,0,0,1,0,0,0,0
20.0,13.0,6.0,300.0,1,1560.0,0,1360.6379325866324,0,0,1,0,0,0,0,0
25.0,12.0,5.0,200.0,1,1500.0,0,1526.0599438501024,0,0,0,0,0,1,0,0
40.0,28.0,24.0,3700.0,3,26880.0,0,22309.96735011707,0,0,1,0,0,0,0,0
31.0,31.0,36.0,1400.0,2,34596.0,0,34242.01327569347,0,0,0,0,0,1,0,0
57.0,52.0,18.0,15225.0,3,53352.0,0,45316.302504446845,0,0,0,1,0,0,0,0
16.0,11.0,2.0,400.0,3,352.0,0,312.99196115086875,1,0,0,0,0,0,0,0
26.0,23.0,20.0,385.0,2,11960.0,0,12541.17352245797,1,0,0,0,0,0,0,0
16.0,16.0,10.0,350.0,2,2560.0,0,2222.704056178539,0,0,0,0,0,1,0,0
16.0,16.0,7.0,75.0,2,1792.0,0,1962.8435234865283,0,0,0,0,1,0,0,0
30.0,12.0,20.0,300.0,1,7200.0,0,6257.498488903942,0,0,0,0,1,0,0,0
53.0,34.0,30.0,9900.0,3,54060.0,0,64816.766434103876,0,1,0,0,0,0,0,0
38.0,38.0,12.0,500.0,2,17328.0,0,17070.28892586656,0,0,0,0,0,0,1,0
41.0,25.0,15.0,3500.0,2,15375.0,0,18343.560639698368,1,0,0,0,0,0,0,0
29.0,20.0,15.0,775.0,1,8700.0,0,7406.153156634927,0,0,0,0,0,0,1,0
16.0,16.0,11.0,300.0,1,2816.0,0,2643.874674312854,0,0,0,0,0,0,1,0
22.0,16.0,16.0,400.0,3,5632.0,0,6392.218954124081,0,0,1,0,0,0,0,0
21.0,14.0,11.0,250.0,3,3234.0,0,3495.0821535189098,0,0,1,0,0,0,0,0
20.0,25.0,10.0,800.0,1,5000.0,0,5301.433569704646,1,0,0,0,0,0,0,0
16.0,18.0,21.0,550.0,3,6048.0,0,6893.155818126656,0,0,0,1,0,0,0,0
26.0,20.0,5.0,200.0,1,2600.0,0,2845.2092626972753,0,1,0,0,0,0,0,0
46.0,32.0,10.0,700.0,3,14720.0,0,15702.311764607051,0,0,1,0,0,0,0,0
16.0,11.0,7.0,400.0,1,1232.0,0,1002.4760379269171,0,0,0,0,0,0,0,1
16.0,12.0,11.0,197.0,1,2112.0,0,2191.504718873507,0,0,0,0,0,0,0,1
40.0,32.0,6.0,1000.0,2,7680.0,0,8035.848872481467,1,0,0,0,0,0,0,0
20.0,20.0,20.0,450.0,3,8000.0,0,8947.720204727524,0,0,1,0,0,0,0,0
20.0,14.0,8.0,700.0,2,2240.0,0,1899.595525041345,0,0,0,1,0,0,0,0
34.0,32.0,8.0,1900.0,3,8704.0,0,7172.84585796289,0,0,0,0,0,0,0,1
45.0,25.0,38.0,1175.0,2,42750.0,0,48697.87323737303,0,0,0,0,0,0,0,1
40.0,43.0,14.0,8875.0,2,24080.0,0,20168.42544463255,0,0,0,0,0,0,1,0
18.0,14.0,11.0,225.0,1,2772.0,0,2738.7619301844366,0,1,0,0,0,0,0,0
34.0,14.0,14.0,550.0,1,6664.0,0,7021.709113498457,1,0,0,0,0,0,0,0
45.0,35.0,25.0,2900.0,1,39375.0,0,41531.098559402744,0,1,0,0,0,0,0,0
18.0,13.0,8.0,200.0,1,1872.0,0,2067.063719154713,1,0,0,0,0,0,0,0
39.0,46.0,20.0,8150.0,2,35880.0,0,32423.612697577668,0,1,0,0,0,0,0,0
21.0,34.0,34.0,2150.0,1,24276.0,0,20661.68753564938,0,0,1,0,0,0,0,0
20.0,20.0,40.0,1400.0,3,16000.0,0,14454.727003182283,0,0,1,0,0,0,0,0
38.0,25.0,42.0,2550.0,2,39900.0,0,43231.143575574046,0,0,0,0,0,0,0,1
30.0,35.0,8.0,500.0,2,8400.0,0,8943.725183308614,0,0,0,1,0,0,0,0
20.0,20.0,20.0,200.0,3,8000.0,0,9231.542867966124,0,0,0,0,0,0,0,1
20.0,20.0,20.0,1000.0,2,8000.0,0,7576.842943800357,0,0,0,1,0,0,0,0
40.0,40.0,40.0,14550.0,1,64000.0,0,54229.92092613623,1,0,0,0,0,0,0,0
18.0,15.0,12.0,458.0,2,3240.0,0,2987.301445244547,0,0,0,0,0,0,0,1
16.0,11.0,16.0,150.0,1,2816.0,0,2799.7987018545537,1,0,0,0,0,0,0,0
75.0,11.0,11.0,50.0,1,9075.0,0,9567.442864229542,0,1,0,0,0,0,0,0
23.0,24.0,25.0,450.0,1,13800.0,0,12433.416674187743,0,0,0,0,1,0,0,0
22.0,22.0,22.0,1300.0,2,10648.0,0,10118.0961799759,0,0,0,0,0,0,0,1
28.0,20.0,28.0,2600.0,3,15680.0,0,16504.856806744225,0,0,0,0,0,0,1,0
17.0,13.0,6.0,199.0,2,1326.0,0,1120.024511211053,0,0,0,0,0,1,0,0
29.0,23.0,15.0,725.0,1,10005.0,0,8025.153228925843,0,0,0,0,0,1,0,0
43.0,20.0,43.0,3900.0,1,36980.0,0,31355.663798385234,0,0,0,0,1,0,0,0
16.0,29.0,31.0,1300.0,3,14384.0,0,15305.677951011066,0,0,0,1,0,0,0,0
36.0,27.0,6.0,300.0,1,5832.0,0,6951.106380081316,1,0,0,0,0,0,0,0
45.0,30.0,5.0,600.0,1,6750.0,0,7006.304969200876,0,0,0,0,0,1,0,0
104.0,12.0,9.0,300.0,1,11232.0,0,11713.718171963314,0,0,0,0,0,0,1,0
16.0,16.0,2.0,100.0,2,512.0,0,513.1665359958453,0,0,0,1,0,0,0,0
27.0,17.0,13.0,150.0,2,5967.0,0,5786.662447582156,0,0,0,1,0,0,0,0
45.0,35.0,11.0,1400.0,1,17325.0,0,16378.915062930544,0,0,0,0,1,0,0,0
17.0,12.0,7.0,150.0,3,1428.0,0,1705.2632865721107,0,0,0,0,0,1,0,0
33.0,36.0,3.0,350.0,3,3564.0,0,3135.9118750575453,0,0,0,0,1,0,0,0
16.0,11.0,8.0,100.0,1,1408.0,0,1214.089588479452,0,0,0,1,0,0,0,0
23.0,17.0,14.0,488.0,2,5474.0,0,6241.459711008691,0,0,0,0,0,0,0,1
28.0,25.0,25.0,800.0,3,17500.0,0,17959.054955565363,0,0,0,0,1,0,0,0
20.0,20.0,10.0,1150.0,1,4000.0,0,3294.7845073953977,0,1,0,0,0,0,0,0
16.0,16.0,16.0,1100.0,1,4096.0,0,3363.1713491751907,0,0,0,0,0,0,0,1
20.0,14.0,14.0,250.0,1,3920.0,0,3556.070830302996,1,0,0,0,0,0,0,0
18.0,14.0,9.0,400.0,3,2268.0,0,2500.1899935975484,0,0,0,0,0,0,1,0
16.0,20.0,6.0,150.0,3,1920.0,0,1819.3992427774306,1,0,0,0,0,0,0,0
16.0,11.0,2.0,300.0,1,352.0,0,291.88995701788514,0,0,1,0,0,0,0,0
20.0,30.0,16.0,1100.0,2,9600.0,0,10830.382011230375,0,1,0,0,0,0,0,0
18.0,16.0,12.0,318.0,1,3456.0,0,3791.9810904854858,0,1,0,0,0,0,0,0
30.0,11.0,11.0,500.0,3,3630.0,0,3592.569631637188,0,0,0,0,0,0,0,1
16.0,36.0,20.0,1080.0,1,11520.0,0,10884.879385318227,0,1,0,0,0,0,0,0
16.0,16.0,20.0,1000.0,2,5120.0,0,4705.652844747457,0,0,0,0,1,0,0,0
23.0,20.0,21.0,927.0,3,9660.0,0,10400.620872509371,0,0,0,1,0,0,0,0
16.0,13.0,13.0,900.0,3,2704.0,0,2336.701818991013,0,0,0,0,0,1,0,0
25.0,25.0,25.0,700.0,2,15625.0,0,15998.911757723434,0,0,0,0,0,0,1,0
35.0,26.0,4.0,50.0,3,3640.0,0,2965.018949104056,0,0,1,0,0,0,0,0
18.0,14.0,12.0,119.0,3,3024.0,0,3176.4131909270413,0,0,0,0,0,0,0,1
40.0,30.0,40.0,1400.0,3,48000.0,0,46353.87476283893,1,0,0,0,0,0,0,0
30.0,30.0,30.0,1300.0,1,27000.0,0,21647.09913946125,0,0,0,0,0,0,0,1
20.0,20.0,20.0,700.0,2,8000.0,0,9081.609826007749,0,0,0,0,0,0,1,0
19.0,15.0,11.0,200.0,3,3135.0,0,3658.8079297357094,0,0,0,0,1,0,0,0
24.0,27.0,24.0,2600.0,3,15552.0,0,13924.138764667732,0,0,0,1,0,0,0,0
17.0,11.0,4.0,200.0,2,748.0,0,664.4271335719079,0,1,0,0,0,0,0,0
73.0,28.0,85.0,28100.0,3,173740.0,0,178930.9669925439,0,0,0,0,1,0,0,0
19.0,13.0,19.0,350.0,2,4693.0,0,4145.987471079777,0,0,0,0,1,0,0,0
20.0,19.0,11.0,275.0,2,4180.0,0,3475.7093828795687,0,1,0,0,0,0,0,0
21.0,21.0,18.0,866.0,1,7938.0,0,8900.053122732741,1,0,0,0,0,0,0,0
39.0,39.0,61.0,16550.0,1,92781.0,0,90955.03971574319,0,0,0,0,0,0,1,0
35.0,25.0,15.0,850.0,1,13125.0,0,11532.704393064812,1,0,0,0,0,0,0,0
16.0,16.0,10.0,700.0,3,2560.0,0,3018.1423165815545,0,0,0,0,0,1,0,0
18.0,18.0,16.0,400.0,1,5184.0,0,4438.621223813455,0,0,0,1,0,0,0,0
17.0,17.0,27.0,850.0,1,7803.0,0,7286.5348084655725,1,0,0,0,0,0,0,0
25.0,15.0,11.0,1200.0,3,4125.0,0,3523.4656113992523,0,0,0,0,1,0,0,0
19.0,16.0,15.0,1752.0,2,4560.0,0,5115.892724308305,0,0,0,0,0,1,0,0
30.0,55.0,11.0,3600.0,2,18150.0,0,15581.27149793549,0,1,0,0,0,0,0,0
21.0,13.0,22.0,467.0,3,6006.0,0,6993.804675274995,0,0,0,0,1,0,0,0
23.0,24.0,14.0,945.0,3,7728.0,0,9228.539771123373,0,0,0,0,0,1,0,0
31.0,31.0,60.0,12450.0,2,57660.0,0,49066.82210824798,0,0,0,0,0,1,0,0
33.0,26.0,27.0,1850.0,3,23166.0,0,25110.66266392416,0,0,0,0,0,1,0,0
40.0,23.0,15.0,4025.0,1,13800.0,0,15371.603389854674,0,0,0,0,1,0,0,0
40.0,40.0,15.0,800.0,1,24000.0,0,25011.040876329018,0,0,0,0,1,0,0,0
46.0,14.0,11.0,467.0,2,7084.0,0,7965.343881616981,0,0,0,0,1,0,0,0
24.0,11.0,10.0,250.0,2,2640.0,0,2910.125557864067,0,0,0,0,0,0,0,1
69.0,11.0,11.0,3000.0,2,8349.0,0,6995.855305953449,0,1,0,0,0,0,0,0
29.0,21.0,3.0,1250.0,1,1827.0,0,1766.995896188078,0,0,0,0,1,0,0,0
12.0,8.0,7.0,187.0,2,672.0,0,562.8333286107268,1,0,0,0,0,0,0,0
19.0,15.0,7.0,237.0,3,1995.0,0,2270.682881480207,1,0,0,0,0,0,0,0
17.0,12.0,5.0,100.0,1,1020.0,0,1140.4945162565416,0,0,0,1,0,0,0,0
50.0,25.0,15.0,600.0,3,18750.0,0,18859.989957908227,0,1,0,0,0,0,0,0
16.0,11.0,11.0,300.0,1,1936.0,0,1669.6339062228885,0,0,0,0,0,0,1,0
40.0,24.0,2.0,100.0,1,1920.0,0,2061.8641234495803,0,0,0,0,1,0,0,0
20.0,15.0,15.0,200.0,1,4500.0,0,4377.969163817247,1,0,0,0,0,0,0,0
30.0,19.0,3.0,550.0,1,1710.0,0,1942.9105229065042,0,1,0,0,0,0,0,0
38.0,13.0,11.0,850.0,2,5434.0,0,4873.366525384302,0,0,0,0,0,0,1,0
18.0,18.0,26.0,800.0,1,8424.0,0,9982.28959670969,0,0,0,0,0,1,0,0
21.0,21.0,13.0,933.0,2,5733.0,0,4879.762072087881,0,0,0,0,0,1,0,0
18.0,24.0,8.0,300.0,3,3456.0,0,3792.3414853772406,0,0,0,0,1,0,0,0
16.0,11.0,2.0,450.0,2,352.0,0,386.8257301423938,0,0,0,0,0,1,0,0
19.0,17.0,12.0,547.0,3,3876.0,0,4331.626256008127,0,0,0,1,0,0,0,0
16.0,11.0,2.0,200.0,3,352.0,0,337.24652892887366,0,0,0,0,1,0,0,0
16.0,11.0,11.0,300.0,1,1936.0,0,2090.0976303454663,0,0,0,0,0,0,1,0
16.0,11.0,5.0,500.0,2,880.0,0,868.8671906570332,0,1,0,0,0,0,0,0
26.0,24.0,9.0,800.0,2,5616.0,0,5106.759183946918,0,1,0,0,0,0,0,0
16.0,12.0,14.0,150.0,2,2688.0,0,2489.6087979303816,1,0,0,0,0,0,0,0
18.0,15.0,3.0,130.0,1,810.0,0,663.8774005085012,1,0,0,0,0,0,0,0
20.0,20.0,20.0,8150.0,1,8000.0,0,7404.688469544327,0,0,0,0,0,0,1,0
24.0,18.0,11.0,400.0,3,4752.0,0,3908.599013766655,0,0,0,0,1,0,0,0
30.0,21.0,28.0,760.0,2,17640.0,0,18556.453731824524,0,0,0,0,0,0,0,1
37.0,35.0,23.0,1000.0,1,29785.0,0,27975.600783207752,0,0,0,0,0,1,0,0
16.0,15.0,10.0,800.0,1,2400.0,0,2664.2455589341457,0,0,0,0,1,0,0,0
24.0,15.0,21.0,275.0,1,7560.0,0,6672.580328592546,0,1,0,0,0,0,0,0
48.0,35.0,16.0,850.0,1,26880.0,0,30537.587846812123,0,1,0,0,0,0,0,0
38.0,36.0,38.0,2140.0,1,51984.0,0,45990.03416789415,0,0,0,0,1,0,0,0
16.0,11.0,2.0,300.0,2,352.0,0,345.206386476086,0,0,0,0,0,1,0,0
32.0,15.0,29.0,400.0,2,13920.0,0,12526.363742596357,1,0,0,0,0,0,0,0
21.0,21.0,40.0,1400.0,3,17640.0,0,15568.192364691502,1,0,0,0,0,0,0,0
52.0,20.0,27.0,288.0,1,28080.0,0,31301.74567230744,0,0,0,1,0,0,0,0
19.0,16.0,13.0,200.0,1,3952.0,0,3810.91098714232,0,0,0,0,0,0,1,0
16.0,17.0,17.0,1700.0,2,4624.0,0,4667.331878408951,0,0,0,1,0,0,0,0
16.0,12.0,10.0,169.0,2,1920.0,0,2065.102561478766,0,0,0,1,0,0,0,0
41.0,20.0,26.0,3750.0,3,21320.0,0,24641.137862730633,0,0,0,0,1,0,0,0
29.0,15.0,36.0,400.0,2,15660.0,0,16138.511892935181,0,0,1,0,0,0,0,0
42.0,42.0,41.0,9750.0,3,72324.0,0,64800.08263482494,0,0,1,0,0,0,0,0
16.0,12.0,10.0,170.0,2,1920.0,0,1588.8843870422875,0,0,0,0,0,0,1,0
17.0,13.0,12.0,408.0,3,2652.0,0,2714.818434616299,0,1,0,0,0,0,0,0
30.0,20.0,3.0,600.0,1,1800.0,0,1550.2044172587928,0,0,0,0,0,0,1,0
20.0,20.0,20.0,350.0,2,8000.0,0,9274.988354531806,0,0,1,0,0,0,0,0
25.0,20.0,10.0,1350.0,2,5000.0,0,5885.710333779768,0,0,0,1,0,0,0,0
20.0,30.0,30.0,3200.0,3,18000.0,0,21221.34680374068,0,0,0,0,0,0,1,0
55.0,22.0,29.0,12300.0,2,35090.0,0,39229.38957374592,0,0,0,0,0,0,0,1
23.0,13.0,11.0,250.0,3,3289.0,0,3804.085060171659,0,1,0,0,0,0,0,0
20.0,20.0,15.0,350.0,2,6000.0,0,5063.171002956903,0,0,0,1,0,0,0,0
16.0,12.0,4.0,100.0,2,768.0,0,641.0792680789126,0,0,0,0,0,1,0,0
26.0,21.0,8.0,1100.0,2,4368.0,0,5175.362947268976,0,0,0,0,1,0,0,0
20.0,11.0,27.0,550.0,3,5940.0,0,5320.177663594632,0,0,1,0,0,0,0,0
20.0,19.0,16.0,300.0,1,6080.0,0,6661.012443205358,0,0,0,0,0,1,0,0
16.0,13.0,5.0,100.0,3,1040.0,0,878.3857218901668,0,0,0,0,1,0,0,0
21.0,13.0,11.0,350.0,1,3003.0,0,3178.387653273858,0,0,0,0,0,0,0,1
30.0,30.0,20.0,2750.0,1,18000.0,0,20021.522663413736,0,0,0,0,1,0,0,0
19.0,11.0,5.0,125.0,3,1045.0,0,1191.7905115933058,0,0,0,0,0,0,0,1
25.0,25.0,10.0,550.0,3,6250.0,0,7317.84919267468,0,0,0,0,0,0,0,1
16.0,11.0,9.0,200.0,3,1584.0,0,1547.0200895917071,0,0,0,0,0,0,1,0
42.0,42.0,63.0,20100.0,3,111132.0,0,119802.20841645112,0,0,0,1,0,0,0,0
20.0,14.0,9.0,200.0,1,2520.0,0,3016.518268017323,0,0,0,0,0,0,0,1
27.0,14.0,9.0,300.0,1,3402.0,0,3920.8139701189025,1,0,0,0,0,0,0,0
32.0,15.0,17.0,583.0,2,8160.0,0,7480.838955892629,0,0,0,1,0,0,0,0
33.0,33.0,12.0,2300.0,3,13068.0,0,14154.604293957178,0,1,0,0,0,0,0,0
16.0,11.0,6.0,250.0,3,1056.0,0,1123.8697570972013,0,0,0,0,0,0,0,1
30.0,20.0,5.0,1850.0,2,3000.0,0,2820.8127987057887,0,0,0,0,0,1,0,0
17.0,15.0,14.0,350.0,3,3570.0,0,3384.9960385684626,0,0,0,0,1,0,0,0
16.0,16.0,16.0,300.0,1,4096.0,0,4420.617565456234,0,0,0,0,0,1,0,0
19.0,16.0,11.0,3300.0,2,3344.0,0,3942.0903643068928,0,0,0,1,0,0,0,0
40.0,23.0,8.0,500.0,1,7360.0,0,6498.295133190516,1,0,0,0,0,0,0,0
30.0,40.0,20.0,200.0,1,24000.0,0,27265.076414567644,0,0,0,0,1,0,0,0
29.0,23.0,12.0,400.0,1,8004.0,0,8330.775503698615,0,1,0,0,0,0,0,0
16.0,11.0,5.0,150.0,2,880.0,0,1022.085193724283,0,0,0,1,0,0,0,0
46.0,37.0,53.0,11833.0,2,90206.0,0,99583.89575442811,0,0,1,0,0,0,0,0
39.0,26.0,14.0,1500.0,2,14196.0,0,14926.172950612372,0,0,0,1,0,0,0,0
16.0,11.0,9.0,300.0,3,1584.0,0,1389.6336234602463,0,0,0,0,0,1,0,0
20.0,20.0,16.0,1150.0,3,6400.0,0,5918.517869358635,0,0,0,0,0,0,0,1
35.0,28.0,23.0,1875.0,2,22540.0,0,25803.326010442852,0,0,0,0,1,0,0,0
32.0,42.0,32.0,11300.0,2,43008.0,0,34767.63034056573,0,0,1,0,0,0,0,0
